Item,Mean,Var,Alpha,Beta,Params,Raw_Distrib,Discrete_Distrib,Sentence
120047:15,0.89,0.05424444444444445,0.12998504041286554,0.018737792535317516,(0.12998504041286554  0.018737792535317516),[0.89  1.0  1.0  1.0  0.24  0.92  0.99  0.97  1.0],[0.         0.11111111 0.         0.         0.         0. 0.88888889],"you're either liberal or you're conservative,"
76530:72,0.5177777777777777,0.11586172839506172,1.5604982536808003,0.8293284043908891,(1.5604982536808003  0.8293284043908891),[0.78  0.46  0.86  0.84  0.71  0.03  0.09  0.07  0.82],[0.33333333 0.         0.         0.11111111 0.11111111 0.33333333 0.11111111],"uh, and you can't expect in a classroom for a particular course an hour a day  to counteract, uh, sixteen or seventeen years of influence at home."
28255:99,0.6322222222222221,0.09868395061728394,1.1454839877667315,0.5072385524694591,(1.1454839877667315  0.5072385524694591),[0.97  0.76  0.18  0.68  0.8  0.64  0.01  1.0  0.65],[0.11111111 0.11111111 0.         0.         0.33333333 0.22222222 0.22222222],"they're going  to say to the kids you need  do this, because it needs  to be done  not because it's a woman's job or a man's job, but because it's dirty and it needs  to be clean."
110391:68,0.3088888888888889,0.07794320987654321,0.6756072696929794,4.169621847206903,(0.6756072696929794  4.169621847206903),[0.45  0.47  0.03  0.13  0.38  0.96  0.2  0.07  0.09],[0.44444444 0.11111111 0.11111111 0.22222222 0.         0. 0.11111111],"well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site and that kind of stuff,"
77160:37,0.26222222222222225,0.053550617283950615,0.8930549572815984,1.508335072451419,(0.8930549572815984  1.508335072451419),[0.73  0.49  0.26  0.19  0.04  0.1  0.0  0.1  0.45],[0.33333333 0.22222222 0.         0.22222222 0.         0.11111111 0.        ],"an awful lot of people know where it is , or have been there."
98980:76,0.7577777777777778,0.06426172839506174,0.2863648425280262,0.17812817156083258,(0.2863648425280262  0.17812817156083258),[0.35  1.0  0.99  0.73  1.0  0.92  0.41  0.5  0.92],[0.         0.         0.22222222 0.11111111 0.         0.11111111 0.55555556],"and so how do you relate as to whether this particular armed robbery was a, you know, worth five years or twenty-five ."
7684:47:00,0.5888888888888889,0.08732098765432098,1.3000241640935417,0.7492774499876349,(1.3000241640935417  0.7492774499876349),[0.16  0.26  0.44  0.78  0.82  0.8  0.97  0.23  0.84],[0.         0.33333333 0.         0.11111111 0.         0.44444444 0.11111111],"i don't know how long it takes  whether it takes five minutes or twenty minutes."
146409:30,0.6077777777777778,0.09875061728395061,0.5808429785332205,0.43620533400446804,(0.5808429785332205  0.43620533400446804),[0.85  0.21  0.68  0.39  0.45  0.86  0.09  0.98  0.96],[0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.33333333],"but it seems like there's only about four or five different ones,"
52016:33,0.4988888888888888,0.13876543209876543,1.3277934931229187,0.6938830497846762,(1.3277934931229187  0.6938830497846762),[0.3  0.86  0.05  0.81  0.88  0.53  0.03  0.97  0.06],[0.33333333 0.         0.11111111 0.11111111 0.         0.11111111 0.33333333],"i haven't been to a movie theater in probably eight or nine months,"
166934:41,0.5122222222222221,0.08752839506172841,0.9378923727910694,0.608525390555247,(0.9378923727910694  0.608525390555247),[0.0  0.22  0.55  0.88  0.59  0.54  0.19  0.86  0.78],[0.         0.22222222 0.         0.22222222 0.11111111 0.11111111 0.22222222],"so you got  to give them either more time in the system or a different process that  will hopefully work better."
112163:28,0.38000000000000006,0.07279999999999999,0.846788583146652,0.94488994746647,(0.846788583146652  0.94488994746647),[0.53  0.71  0.52  0.84  0.02  0.24  0.19  0.31  0.06],[0.22222222 0.22222222 0.11111111 0.22222222 0.11111111 0.11111111 0.        ],"unless they're caught  in the act or the-, the-, the child is very badly, you know, beaten  up, it comes down to a one word against the other that type thing."
143084:47,0.5500000000000002,0.101,0.3661918861801408,0.2528401077217213,(0.3661918861801408  0.2528401077217213),[0.73  0.95  0.77  0.18  0.83  0.79  0.07  0.15  0.48],[0.11111111 0.22222222 0.         0.11111111 0.         0.44444444 0.11111111],"like, would you go over and spend a lot of time in one place, or travel to whole bunch of different places in one week."
33856:25,0.5144444444444445,0.117558024691358,0.8848887588158627,0.6840320205739178,(0.8848887588158627  0.6840320205739178),[0.82  0.7  0.01  0.27  0.0  1.0  0.85  0.46  0.52],[0.11111111 0.11111111 0.         0.22222222 0.11111111 0.22222222 0.11111111],"i try  to go real late or real early before they get there."
19604:48,0.45333333333333337,0.11988888888888888,0.3953629334708899,0.46099208256119617,(0.3953629334708899  0.46099208256119617),[0.73  0.65  0.22  0.29  0.21  0.08  0.99  0.9  0.01],[0.22222222 0.22222222 0.11111111 0.         0.11111111 0.11111111 0.22222222],"i don't know if i would call it a collection of vietnam war stories or if i'd call it a collection of vietnam love stories."
51672:30,0.3866666666666666,0.11384444444444447,0.3210852960205729,0.5807280619066861,(0.3210852960205729  0.5807280619066861),[0.04  0.93  0.29  0.93  0.42  0.05  0.09  0.59  0.14],[0.44444444 0.         0.22222222 0.         0.11111111 0. 0.22222222],"do you have any l-, nieces or nephews then."
139777:33,0.34222222222222215,0.11432839506172837,0.14422184070921323,0.2577197334201441,(0.14422184070921323  0.2577197334201441),[0.14  0.75  0.95  0.1  0.07  0.72  0.01  0.23  0.11],[0.55555556 0.11111111 0.         0.         0.         0.22222222 0.11111111],"that's pretty much the south end of the state, or the southern quarter of the state, anyway.."
1730:76,0.23888888888888887,0.06445432098765431,0.6266033432514373,29.978552552395694,(0.6266033432514373  29.978552552395694),[0.42  0.34  0.07  0.13  0.07  0.01  0.86  0.08  0.17],[0.55555556 0.11111111 0.22222222 0.         0.         0. 0.11111111],"the one thing i do object to  about rap music is, is when it becomes militant , or, if it's, uh, violence oriented."
75061:22,0.7833333333333334,0.06844444444444445,1.0460541557588003,0.20236097070944775,(1.0460541557588003  0.20236097070944775),[0.94  0.81  0.68  0.89  0.91  0.71  1.0  1.0  0.11],[0.11111111 0.         0.         0.         0.22222222 0.11111111 0.55555556],"and now it's running ten or fifteen minutes fast again."
50706:78,0.24666666666666665,0.03793333333333334,0.6165173482658444,0.6078109589058125,(0.6165173482658444  0.6078109589058125),[0.54  0.27  0.44  0.46  0.2  0.28  0.0  0.03  0.0],[0.11111111 0.33333333 0.         0.33333333 0.         0. 0.        ],"it  would be great to have some of those organizations like you mentioned  that  were during the depression or coming out of the depression available for kids."
124597:121,0.4255555555555555,0.09440246913580247,0.8300033229130053,0.7404005797622615,(0.8300033229130053  0.7404005797622615),[0.51  0.41  0.31  0.07  0.72  0.67  0.01  0.98  0.15],[0.22222222 0.11111111 0.22222222 0.11111111 0.11111111 0.11111111 0.11111111],"and it 's just incredible to think that there's, uh, there are players who  are the sons of ball players that  used  to play against nolan or with nolan, you know,"
41798:95,0.911111111111111,0.008587654320987655,1.2758132593989653,0.3973576941218815,(1.2758132593989653  0.3973576941218815),[0.7  1.0  0.93  0.86  1.0  0.97  0.83  0.95  0.96],[0.         0.         0.         0.         0.11111111 0.11111111 0.77777778],"and, uh, and i find even, even at home here now, i, i will wear blue jeans or i'll wear shorts and what have you , uh, and be very comfortable"
169551:32,0.6144444444444443,0.14371358024691358,1.3286318898164207,0.42578148474731725,(1.3286318898164207  0.42578148474731725),[0.97  0.92  0.34  0.82  0.26  1.0  1.0  0.0  0.22],[0.         0.22222222 0.11111111 0.         0.         0.11111111 0.44444444],"i think this particular case has been like ten or fifteen years."
123672:38,0.4577777777777778,0.06930617283950619,0.5779636023034496,0.4158794328901395,(0.5779636023034496  0.4158794328901395),[0.5  0.11  0.68  0.76  0.02  0.3  0.33  0.72  0.7],[0.22222222 0.         0.22222222 0.11111111 0.22222222 0.22222222 0.        ],"somebody said, you know, you're either a stranger or a fool  to try  to predict texas weather,"
166652:28,0.3866666666666667,0.12493333333333334,0.19021140480143134,0.32952479183304473,(0.19021140480143134  0.32952479183304473),[0.04  0.73  0.12  0.88  0.97  0.39  0.11  0.04  0.2],[0.44444444 0.11111111 0.11111111 0.         0.         0.11111111 0.22222222],"and you start  getting millions of calls or solicitations."
112292:38,0.36777777777777776,0.11935061728395062,0.30995770092453834,0.6324536698933829,(0.30995770092453834  0.6324536698933829),[0.2  0.0  0.05  0.9  0.08  0.29  1.0  0.53  0.26],[0.22222222 0.22222222 0.11111111 0.11111111 0.         0. 0.22222222],"and he'll just eat chips until we've got three or four baskets coming back."
168860:102,0.5566666666666665,0.11062222222222223,0.30489657947203563,0.16960187545117403,(0.30489657947203563  0.16960187545117403),[0.71  0.68  0.13  0.01  0.81  0.95  0.78  0.78  0.16  0.71  0.68  0.13  0.01  0.81  0.95  0.78  0.78  0.16],[0.22222222 0.11111111 0.         0.         0.22222222 0.33333333 0.11111111],"wel-, i guess it kind of borders on where, i mean what do you value  more. the invasion of, uh, the person's privacy or the possible danger to, you know, other people."
22715:55,0.6499999999999999,0.10306666666666667,1.2502528974824751,0.643036315911111,(1.2502528974824751  0.643036315911111),[0.31  0.53  0.21  0.89  0.92  0.88  0.18  0.94  0.99],[0.         0.22222222 0.11111111 0.11111111 0.         0. 0.55555556],"i've, i've caught them from, you know, three or four inches long up to, uh,"
91368:81,0.6355555555555555,0.11118024691358025,0.5212208454697965,0.27462737957449845,(0.5212208454697965  0.27462737957449845),[0.79  0.08  0.11  0.81  0.4  0.68  0.98  0.99  0.88],[0.22222222 0.         0.11111111 0.         0.11111111 0.22222222 0.33333333],"um,. i think it depends on if you want  to be a, if you want a regional job or a national job,"
134989:25,0.5133333333333333,0.17471111111111112,0.11968570663384287,0.10698697812945782,(0.11968570663384287  0.10698697812945782),[0.02  0.04  0.11  0.79  1.0  0.05  0.98  0.73  0.9],[0.44444444 0.         0.         0.         0.         0.22222222 0.33333333],"i don't know if that took or not,"
35840:44,0.5866666666666667,0.03228888888888889,0.7047015048145955,0.7605401179062243,(0.7047015048145955  0.7605401179062243),[0.83  0.36  0.54  0.48  0.5  0.66  0.74  0.33  0.84],[0.         0.         0.22222222 0.33333333 0.11111111 0.33333333 0.        ],"but, uh, uh, i don't know if it's their proposal or one that 's being seriously kicked  around."
19289:87,0.2911111111111111,0.07196543209876544,0.09472316340341108,0.2646071329099565,(0.09472316340341108  0.2646071329099565),[0.12  0.06  0.14  0.75  0.79  0.36  0.11  0.11  0.18],[0.55555556 0.11111111 0.11111111 0.         0.         0.22222222 0.        ],"but i don't believe that he, in this first pass around, you know,  being the first one  to really turn things around or attempt  to is going  to be allowed  to get away with it either."
13821:162,0.4366666666666667,0.048022222222222216,0.7516732705840354,0.5808137775865119,(0.7516732705840354  0.5808137775865119),[0.75  0.58  0.22  0.1  0.15  0.66  0.52  0.55  0.4],[0.11111111 0.22222222 0.11111111 0.22222222 0.22222222 0.11111111 0.        ],"uh, i, i don't have a, other than, than a reading and, and male perspective on, on the ver-, on the biological urges involved relative to being a mother or not."
126348:129,0.8211111111111111,0.03054320987654321,1.9984044827164893,0.5435636543778821,(1.9984044827164893  0.5435636543778821),[0.84  0.41  0.71  0.83  0.74  1.0  0.94  0.99  0.93],[0.         0.         0.11111111 0.         0.11111111 0.33333333 0.44444444],"i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not."
106988:25,0.42947368421052634,0.10663656509695292,1.2935233845943785,0.7434436038221355,(1.2935233845943785  0.7434436038221355),[0.62  0.77  0.09  0.08  0.87  0.42  0.81  0.07  0.1  0.48  0.51  0.83  0.0  0.08  0.62  0.77  0.09  0.08  0.87],[0.36842105 0.         0.05263158 0.10526316 0.10526316 0.21052632 0.10526316],"do you, um, buy from dealers or from individuals."
173415:33,0.5711111111111111,0.12358765432098766,0.7908875656246575,0.5734793422590927,(0.7908875656246575  0.5734793422590927),[0.55  0.85  0.37  0.0  1.0  1.0  0.83  0.43  0.11],[0.11111111 0.         0.11111111 0.22222222 0.         0.22222222 0.22222222],"and, uh, i think either send them home or do something a little more interesting."
20160:209,0.3844444444444444,0.11091358024691357,0.5990988845395968,0.6077119470200611,(0.5990988845395968  0.6077119470200611),[0.01  0.06  0.39  0.82  0.37  0.13  0.58  1.0  0.1],[0.44444444 0.         0.22222222 0.         0.11111111 0.11111111 0.11111111],"i, i think if immigration was entirely unrestricted, uh, not only would, would the united states become over populated, well, more over populated awfully quickly, i think  it, it would bring in a lot of, uh, people that  are, run  out of other countries or in trouble in, in other countries."
130233:71,0.31888888888888883,0.15098765432098765,0.10380813425958352,0.16777666459917528,(0.10380813425958352  0.16777666459917528),[0.0  0.0  0.94  0.85  0.0  0.3  0.76  0.0  0.02],[0.11111111 0.         0.11111111 0.         0.         0.22222222 0.11111111],"now, you know, i mean somebody, a s-, s-, serial killer or somebody goes in and machine guns, you know, fifty, fifty children in a school yard,"
62541:16,0.2622222222222222,0.14228395061728397,0.01201550003725706,0.04035705381725044,(0.01201550003725706  0.04035705381725044),[0.08  0.07  0.12  0.96  0.02  0.1  0.02  0.97  0.02],[0.77777778 0.         0.         0.         0.         0. 0.22222222],"but for the last four or five years i've had eye problem,"
125273:30,0.5122222222222221,0.16648395061728394,0.19129812002902583,0.17255678425923174,(0.19129812002902583  0.17255678425923174),[0.17  1.0  0.0  0.11  0.69  0.96  0.91  0.0  0.77],[0.11111111 0.11111111 0.         0.         0.11111111 0.11111111 0.33333333],"it doesn't have the coup de ville  or the sedan de ville  squareness."
19130:45,0.2777777777777778,0.02759506172839506,1.0053709028763174,0.7068854600411179,(1.0053709028763174  0.7068854600411179),[0.46  0.06  0.41  0.22  0.11  0.25  0.18  0.21  0.6],[0.22222222 0.44444444 0.11111111 0.11111111 0.11111111 0. 0.        ],"and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom, it doesn't look as though, you know, everybody's following the same pattern."
72536:50,0.3744444444444444,0.1552469135802469,0.19134850755367946,0.2771056688079334,(0.19134850755367946  0.2771056688079334),[0.89  0.83  0.02  0.0  0.26  0.02  0.99  0.36  0.0],[0.22222222 0.11111111 0.11111111 0.         0.         0.11111111 0.22222222],"i like, uh, i like readers digest, believe it or not."
